u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15
0.815167233,0.499861082,0.372814364,0.277138587,0.896320952,0.520790969,0.091573372,0.479627611,0.675836555,0.556184125,0.899742277,0.619275983,0.136500954,0.630798472,0.645702449
0.759379981,0.369739368,0.962010916,0.337124395,0.51383838,0.248960789,0.175396434,0.677733181,0.234012787,0.372189149,0.22805896,0.292041257,0.698202129,0.780322525,0.226411838
0.907643363,0.766429987,0.642993042,0.148290304,0.59515106,0.843358159,0.226424874,0.188528116,0.300134644,0.948307446,0.293551566,0.160319165,0.573574423,0.397024336,0.922800316
0.306728125,0.336364832,0.434263718,0.749941168,0.999186904,0.17803279,0.32050139,0.965925417,0.689725414,0.024366894,0.165189422,0.346230025,0.540179321,0.840686136,0.642375515
0.920744492,0.000457028,0.346348577,0.097188813,0.732479265,0.483421755,0.548383399,0.759278823,0.981421084,0.531110165,0.922267407,0.669987678,0.885401159,0.540190602,0.395987464
0.758210871,0.236774111,0.184328527,0.227403749,0.106801985,0.854634962,0.624538926,0.401191406,0.696457647,0.728014696,0.705890416,0.580505474,0.736042771,0.060149397,0.786586144
0.397870528,0.400345512,0.61500467,0.227334653,0.568459771,0.429284792,0.656593576,0.724780967,0.556251447,0.904423169,0.317266222,0.158647878,0.003054493,0.498874854,0.790638619
0.838439252,0.639584012,0.608771957,0.541661015,0.554343845,0.458591119,0.533662393,0.924854708,0.806328113,0.367866006,0.541431909,0.457436218,0.121285446,0.821332448,0.757608985
0.689992273,0.110942412,0.955419393,0.150821909,0.238336147,0.915720324,0.559648404,0.598215791,0.748923894,0.284836935,0.890774931,0.743047366,0.372772042,0.831954556,0.85390427
0.115085361,0.35738115,0.919567654,0.571900392,0.809852845,0.614094408,0.57990693,0.526243199,0.754488837,0.378839527,0.488145124,0.11199451,0.105470777,0.255690512,0.230384485
0.56342812,0.871508877,0.042661042,0.860512042,0.615871803,0.489083222,0.808374882,0.785100681,0.29147697,0.397663645,0.503284464,0.427683436,0.397692329,0.445613843,0.527165089
0.246255696,0.098714354,0.228908938,0.172327505,0.742403712,0.21331083,0.734743071,0.7465423,0.224532804,0.931048843,0.619846376,0.319167025,0.857928058,0.369084469,0.655047472
0.215163525,0.978252766,0.045569878,0.480518416,0.181545252,0.481222607,0.10362365,0.196160591,0.562984287,0.259989079,0.553266982,0.708448064,0.854615501,0.892190555,0.832345974
0.210778728,0.484482694,0.818251225,0.413218788,0.710860258,0.978261174,0.381953785,0.134173293,0.830618616,0.127636649,0.265711694,0.252042087,0.79783187,0.540847548,0.333657349
0.677321067,0.584088989,0.345863761,0.687455642,0.695406826,0.973236466,0.467600902,0.413411087,0.908057356,0.448343218,0.730852966,0.420984678,0.022048042,0.056673023,0.538335291
0.267981991,0.72223488,0.698703958,0.210477138,0.78389905,0.865669842,0.68826936,0.880957551,0.902713671,0.0280789,0.782012586,0.362999939,0.087768888,0.774907746,0.982659308
0.926478505,0.637193485,0.792131449,0.913337075,0.572496596,0.563319498,0.031551609,0.713740083,0.368587391,0.277585986,0.171003692,0.667195297,0.593043118,0.805647749,0.225189647
0.281155396,0.844141959,0.740982834,0.50957036,0.394632149,0.276197798,0.737544691,0.534516713,0.612305321,0.265785598,0.066036848,0.997643229,0.486518511,0.727259426,0.054722957
0.924629937,0.742431147,0.272298996,0.707736306,0.028614519,0.746972941,0.024240429,0.006692934,0.053857548,0.148162287,0.488993569,0.876688695,0.90874634,0.684559271,0.703154347
0.002053594,0.213072841,0.920584826,0.303890403,0.562174924,0.756403612,0.375353645,0.51303671,0.014615155,0.869462747,0.429461291,0.49961218,0.181380019,0.280145489,0.810231985
0.832417225,0.01017905,0.08273865,0.545869032,0.782702042,0.71346714,0.662086154,0.512584449,0.290002699,0.220089529,0.17388746,0.741700274,0.325130432,0.51158169,0.541084388
0.517006983,0.561890476,0.296607454,0.725491323,0.957493389,0.109595059,0.678677893,0.75046603,0.121532912,0.633004966,0.52261265,0.328435961,0.132539125,0.248108342,0.16684115
0.930244786,0.687369283,0.460023213,0.441279441,0.284359989,0.503229836,0.915106471,0.65640417,0.773203251,0.353289652,0.8608414,0.727809827,0.024446339,0.597535343,0.547346551
0.69772428,0.069601457,0.092027653,0.833770776,0.95100307,0.480226722,0.295298369,0.512324803,0.971661403,0.84707487,0.738166212,0.206000545,0.453715802,0.071669868,0.953133596
0.813310715,0.495823308,0.746931976,0.697222061,0.143803466,0.328329507,0.504823067,0.074635561,0.356647394,0.475134894,0.77526159,0.936100184,0.569102341,0.659532756,0.19984531
0.180851818,0.602674949,0.290456593,0.031961884,0.511657718,0.618552875,0.953006798,0.527555128,0.51976588,0.954380705,0.834001262,0.182308816,0.149882155,0.973330551,0.628630491
0.266173909,0.872793375,0.188768923,0.022997367,0.71556468,0.026831948,0.063685116,0.112693496,0.931964448,0.838989711,0.085256282,0.242296343,0.98430588,0.841481987,0.783343616
0.037101562,0.700303871,0.36538724,0.203948162,0.755052059,0.170410996,0.372000869,0.168318995,0.631379045,0.390147428,0.16631311,0.777784168,0.812499061,0.089712113,0.6621645
0.252537919,0.982606445,0.850651099,0.078911174,0.811102172,0.449249669,0.958269655,0.754894625,0.878380006,0.732909616,0.483047392,0.154646225,0.087370559,0.154351677,0.913023496
0.120337355,0.496641749,0.260276345,0.680712192,0.208242952,0.064479306,0.587414737,0.768603127,0.99882305,0.479571093,0.99125205,0.364002186,0.313245002,0.056528436,0.698893677
0.75518409,0.741724703,0.739057668,0.164327758,0.823171902,0.340067657,0.222825532,0.666443181,0.409009179,0.067973634,0.93977952,0.389338914,0.997629005,0.866088884,0.908453097
0.27270479,0.446365992,0.858482937,0.775205339,0.83198471,0.435924618,0.117462446,0.336983002,0.383830722,0.575413196,0.82319884,0.563914056,0.313353934,0.248139346,0.372140395
0.76044077,0.927055268,0.123519169,0.016301068,0.648651874,0.824641484,0.230279065,0.865579063,0.880452184,0.850912685,0.636892591,0.424403482,0.843385389,0.006255085,0.164776762
0.042023603,0.876040361,0.425430742,0.727875332,0.726636727,0.380283632,0.69789591,0.795327072,0.175947686,0.683102627,0.640966097,0.33308937,0.625250436,0.316711407,0.324048662
0.120453206,0.731756295,0.985142171,0.31224175,0.351868956,0.671312566,0.169739374,0.898313904,0.366965596,0.96727364,0.795873445,0.818075956,0.897051658,0.005488208,0.641684496
0.733480844,0.350782633,0.190484915,0.583423826,0.986394509,0.194350722,0.246200092,0.757923423,0.400448115,0.129419402,0.58236922,0.307866364,0.435960122,0.065526131,0.309543125
0.195727333,0.916506302,0.254530443,0.563855652,0.231541805,0.382316973,0.446864707,0.532176208,0.872918101,0.698501548,0.223581897,0.18633369,0.425095353,0.642019941,0.083931002
0.296038471,0.435225062,0.9458041,0.922355935,0.472237818,0.949733224,0.626308999,0.572917742,0.064693711,0.93380656,0.187143512,0.177500911,0.850183529,0.596716087,0.203569608
0.006784399,0.335188282,0.860343051,0.118062466,0.952750125,0.345173584,0.263915086,0.45500198,0.468086294,0.00981553,0.100334792,0.20456919,0.072575856,0.505480108,0.520786681
0.50469756,0.014069919,0.304539347,0.940468338,0.44966296,0.988216021,0.641586363,0.573500872,0.264047312,0.011459861,0.468457675,0.253203612,0.014125002,0.914831813,0.702277439
0.874984951,0.725420475,0.999944343,0.517140584,0.085993331,0.211809936,0.430659392,0.664849051,0.516863868,0.66665539,0.833303624,0.203748686,0.899858649,0.524896124,0.296367039
0.183370995,0.410658876,0.27312961,0.645081425,0.792719624,0.326725097,0.143599981,0.36496018,0.132805314,0.340349351,0.947353326,0.53468895,0.659727535,0.771979472,0.246816223
0.944611635,0.412901729,0.455464726,0.575297114,0.41675183,0.316056776,0.444002838,0.967906558,0.310233395,0.74991777,0.492575836,0.496746961,0.010618026,0.095994253,0.290635528
0.882899584,0.487350753,0.930708095,0.52481041,0.949649248,0.631035148,0.723133733,0.715668892,0.313984604,0.059805329,0.22820854,0.474773274,0.766571226,0.553635172,0.306049815
0.899051428,0.57569471,0.768879511,0.996312781,0.256737313,0.632817307,0.626776584,0.428685396,0.027047092,0.597202437,0.961366751,0.13530674,0.951151083,0.620167243,0.255184044
0.838196093,0.621891117,0.751318049,0.063156137,0.191153019,0.334338495,0.712799549,0.337418057,0.638941231,0.350890127,0.689995662,0.210323593,0.683000937,0.015806151,0.374454016
0.403557281,0.729602238,0.923651287,0.205555906,0.281226321,0.464778596,0.770895663,0.985019267,0.883438409,0.494790137,0.194297757,0.677573183,0.769479929,0.058058906,0.258135629
0.774155608,0.921176104,0.880953387,0.688867153,0.073454648,0.087475974,0.044426295,0.529717237,0.521094937,0.105974084,0.030445637,0.364806171,0.263309654,0.026873895,0.701692603
0.874752497,0.087450097,0.839774032,0.209396429,0.504697287,0.866117479,0.395755402,0.773561715,0.18256531,0.758209045,0.624263693,0.288741933,0.575224364,0.298689001,0.564591655
0.726361422,0.868037925,0.053275225,0.890624043,0.367007459,0.893217961,0.280679507,0.98789105,0.172795884,0.651082214,0.404020102,0.009337646,0.838527221,0.351174951,0.899150938
0.465915583,0.599681635,0.110493681,0.054419759,0.09657695,0.783836087,0.664333593,0.477209295,0.135470403,0.956528321,0.491130889,0.077327123,0.155252452,0.728564531,0.893883589
0.298705211,0.370422426,0.130387033,0.090414079,0.032507848,0.353302329,0.215267258,0.584115866,0.650360829,0.230933747,0.681615873,0.192575722,0.133058204,0.391881809,0.005701544
0.681368676,0.210133045,0.416091917,0.313077608,0.145059663,0.572524458,0.911578128,0.554903427,0.368878459,0.630564486,0.520046545,0.365797823,0.331854285,0.92658471,0.755934413
0.248716173,0.941221611,0.651089448,0.173863433,0.057078773,0.933253786,0.208154581,0.05912041,0.145779549,0.104764376,0.650378484,0.188918663,0.250668649,0.263897389,0.166923482
0.012184174,0.200590818,0.109104854,0.317128469,0.628075073,0.445563346,0.368150477,0.598674908,0.415457972,0.221276477,0.025292882,0.913631114,0.543717504,0.312119173,0.688360834
0.110339563,0.603807673,0.802624354,0.826572485,0.973496818,0.583807593,0.774843777,0.489965344,0.616747404,0.866533344,0.485013704,0.242540572,0.4388771,0.014759168,0.539609596
0.617005843,0.908355443,0.770047311,0.945947026,0.717319661,0.39451881,0.181673201,0.663148568,0.637897478,0.481957652,0.644622766,0.986279814,0.904846624,0.674266291,0.690044623
0.584736565,0.159355579,0.646239463,0.928255862,0.438652856,0.200160046,0.568654726,0.247542805,0.544997853,0.640897007,0.554702213,0.814767561,0.200753227,0.710791929,0.911277301
0.31284861,0.8456193,0.089271788,0.097572383,0.660802196,0.288449876,0.875301549,0.663929906,0.310224656,0.254666877,0.56131959,0.974854091,0.025360343,0.426741129,0.71418997
0.11550355,0.72185253,0.912451549,0.516183196,0.73708015,0.805759433,0.804215471,0.270945546,0.349033835,0.295707893,0.076237579,0.668747481,0.495402759,0.135205732,0.674736523
0.674329446,0.379322904,0.193740489,0.994803674,0.235050582,0.515523286,0.216648342,0.498964997,0.407276188,0.263674593,0.298466969,0.499174164,0.361777443,0.775346196,0.228393847
0.575364645,0.280297567,0.835587487,0.919343667,0.682202017,0.226197254,0.780642666,0.356784652,0.765937796,0.113856175,0.660856147,0.797680515,0.744533342,0.162872807,0.898919888
0.15034929,0.0092611,0.264260471,0.497219429,0.988154838,0.470799725,0.916848538,0.811857255,0.063587201,0.626874197,0.933895804,0.411495094,0.604492489,0.982381937,0.574287876
0.163860925,0.098296189,0.635562165,0.316751097,0.32387865,0.713316861,0.285254727,0.71765801,0.851979939,0.625310489,0.931257158,0.18625069,0.436044148,0.872579488,0.795289296
0.159402833,0.508129093,0.086329794,0.390552777,0.385817559,0.76112483,0.567794856,0.429714077,0.002530522,0.773556553,0.546446498,0.583118146,0.041208669,0.751287488,0.985091713
0.350249563,0.601761352,0.828125577,0.310258131,0.599175442,0.050074026,0.030575951,0.645628361,0.056796281,0.766261987,0.247913658,0.307031749,0.265154063,0.598894003,0.907437886
0.444761206,0.555905896,0.77124563,0.188900937,0.306681023,0.117407913,0.801233004,0.58049311,0.971237016,0.289643671,0.361009417,0.916779257,0.753145681,0.418471499,0.988208053
0.591579158,0.233333006,0.104927792,0.269238715,0.736737136,0.70198325,0.692280627,0.037019513,0.073407004,0.864490787,0.746802988,0.575573042,0.197082321,0.678141558,0.501914483
0.240072058,0.642062928,0.337180795,0.50596264,0.121072001,0.38416626,0.574790748,0.648644794,0.994122711,0.459400491,0.035584475,0.162478726,0.888285665,0.511372123,0.484277573
0.454600577,0.663416937,0.713687715,0.843749945,0.649372162,0.156427504,0.156146554,0.914379201,0.035638156,0.617746376,0.090511654,0.080494537,0.079866291,0.917133033,0.867389201
0.264826332,0.561104395,0.878092051,0.453543326,0.682150435,0.928451239,0.148888042,0.432655084,0.715571627,0.709770304,0.956504014,0.457476934,0.06102592,0.441585486,0.292893702
0.682519627,0.258126828,0.501834005,0.434600451,0.732869328,0.981108529,0.451464527,0.572134486,0.602340084,0.169131911,0.62841369,0.110323393,0.07014794,0.048152859,0.347096585
0.251536333,0.264416196,0.610970639,0.801978666,0.570181963,0.631566595,0.423993059,0.228957925,0.48619732,0.332680827,0.27661709,0.894470613,0.640555069,0.944467655,0.3700704
0.897259959,0.946239426,0.065120345,0.450819885,0.151555244,0.60908799,0.281448204,0.378094381,0.846313674,0.62352706,0.061752383,0.693401909,0.39823093,0.762922989,0.166690589
0.169306229,0.94236583,0.763554049,0.413379855,0.383773533,0.05746465,0.921466989,0.176945673,0.54105112,0.154818126,0.611175416,0.528894992,0.705945305,0.218614479,0.689637975
0.020833026,0.856355081,0.830478528,0.304366063,0.068517539,0.482067482,0.475557751,0.515456137,0.161793536,0.110537978,0.380158017,0.55674151,0.065947714,0.420330302,0.896545347
0.537304687,0.999302754,0.948868301,0.922433207,0.538246856,0.633684163,0.377782384,0.9442179,0.162009045,0.35601285,0.90832235,0.345528996,0.072852803,0.188352653,0.936447174
0.862500216,0.851320122,0.438702113,0.237523777,0.289334829,0.222000133,0.139094305,0.415315968,0.625351226,0.472273709,0.954166585,0.046790746,0.489042888,0.834231024,0.797702888
0.914544143,0.631741062,0.139586885,0.1355691,0.679622534,0.897631889,0.995989916,0.701052219,0.453231038,0.380834335,0.399751393,0.423071305,0.096753864,0.131681937,0.100391789
0.099745239,0.873169142,0.119663098,0.310729252,0.825882818,0.928274359,0.326246558,0.735728889,0.569856497,0.682323425,0.68437577,0.702193433,0.934110819,0.214297033,0.035964156
0.050237781,0.752241481,0.836747939,0.13743034,0.325701482,0.33954147,0.012929694,0.711606169,0.199408973,0.883891324,0.05711895,0.891191585,0.862838459,0.656615095,0.633502479
0.037837616,0.8507347,0.553327867,0.714411897,0.96892809,0.187481666,0.740746799,0.540550406,0.167922213,0.484152285,0.282982599,0.342442585,0.377158408,0.307289467,0.664917019
0.932862353,0.655436627,0.359969754,0.940658348,0.997838092,0.445307808,0.701969655,0.717045982,0.470482236,0.095260884,0.634869777,0.196768603,0.969647378,0.633593651,0.111380549
0.380457265,0.378261357,0.554477224,0.73423261,0.784985948,0.135621775,0.165852175,0.976354138,0.959905041,0.911045436,0.051787744,0.247660597,0.515350847,0.091844919,0.320495682
0.771501928,0.226290124,0.004744491,0.697743104,0.934825317,0.367765317,0.061298053,0.898261326,0.752333778,0.55803603,0.570337012,0.220198098,0.227361568,0.441733752,0.150085196
0.110880329,0.336006624,0.692231609,0.276670371,0.269616922,0.294307155,0.023411285,0.911530685,0.520766626,0.365791062,0.087646756,0.301300332,0.792431407,0.080833531,0.092843335
0.852158515,0.631660956,0.417377251,0.937996023,0.762367366,0.604658983,0.07148213,0.177613465,0.215008173,0.573924903,0.377062875,0.945010217,0.777429117,0.145456848,0.241442974
0.585902412,0.0846143,0.922178583,0.18115845,0.781239163,0.002117564,0.147002155,0.378165679,0.064266913,0.651923996,0.08303701,0.199794949,0.950965761,0.54104247,0.931983391
0.43440787,0.685866669,0.373948986,0.190941045,0.147329023,0.468027907,0.290388907,0.427604988,0.591434117,0.398514922,0.206767527,0.825014955,0.167609496,0.624631416,0.558326453
0.674923628,0.023146568,0.659077308,0.389854421,0.382575257,0.002712811,0.561408964,0.108683502,0.762102275,0.670134157,0.036389225,0.437770456,0.477671939,0.225688719,0.805171948
0.738259382,0.211743196,0.328118332,0.283223339,0.408959007,0.651410049,0.806134155,0.032396805,0.398881743,0.406292409,0.331398497,0.925222514,0.192806849,0.222289627,0.396325455
0.185063998,0.724080361,0.223655892,0.84621609,0.862665759,0.337200939,0.002785746,0.458203752,0.82069385,0.063138793,0.232689542,0.051657266,0.519603165,0.523587349,0.056936438
0.466664063,0.258504276,0.646068316,0.733598121,0.501777464,0.586266917,0.825288826,0.461819127,0.328927263,0.43900867,0.170567614,0.120634021,0.987125071,0.504842156,0.36318836
0.402007066,0.234406587,0.441677399,0.528269669,0.299577469,0.258689884,0.162660691,0.00290477,0.23742075,0.719329758,0.753368393,0.464028716,0.054672999,0.431820834,0.501697585
0.610836417,0.425939719,0.065124001,0.2799282,0.719054974,0.887451988,0.556653869,0.169962744,0.224827207,0.540369838,0.659669674,0.94215066,0.153093355,0.85174787,0.31957704
0.699910396,0.95822133,0.753352777,0.841355751,0.632219125,0.86678604,0.98775464,0.980289448,0.754934072,0.05361114,0.252949888,0.809233707,0.423943335,0.137027858,0.341597275
0.562958704,0.921885675,0.66064484,0.483062502,0.822596242,0.844331816,0.397368024,0.183867303,0.876593043,0.059098611,0.08475371,0.05728326,0.186487453,0.889328095,0.61393821
0.913959234,0.862762809,0.850075005,0.999948334,0.296546491,0.846983425,0.731445951,0.323210601,0.866710168,0.097969343,0.786574718,0.848299944,0.399072305,0.635644542,0.518111912
0.468614933,0.940715224,0.031727179,0.036508973,0.235911624,0.122525087,0.696527254,0.338176862,0.507236353,0.51846405,0.999255388,0.402590834,0.491929821,0.062567476,0.439640595
0.568346289,0.990204577,0.860180575,0.293774835,0.121040333,0.588491527,0.36158413,0.071672869,0.000411763,0.31323144,0.746342926,0.913790564,0.093279252,0.340885359,0.825276705
0.860704368,0.821521586,0.905297889,0.380013625,0.924484885,0.402555023,0.744036703,0.805661974,0.535548774,0.016515518,0.730578554,0.345768306,0.830450493,0.661769802,0.924277175
0.864235911,0.270531798,0.451214263,0.555661707,0.883553113,0.109675062,0.330621052,0.20508028,0.799665808,0.541774575,0.445674795,0.010828045,0.297997665,0.437487474,0.325005859
0.360816004,0.662729985,0.411593148,0.109927335,0.187874613,0.606585315,0.43138872,0.540696845,0.613604598,0.151160787,0.585330755,0.296384601,0.184283424,0.704727211,0.368916987
0.162258225,0.01253629,0.744956965,0.824429494,0.211683616,0.891125045,0.335880734,0.381757957,0.314993541,0.172920086,0.369719482,0.983712069,0.663414895,0.449926849,0.914970246
0.292375006,0.047004152,0.586709546,0.437255014,0.379118383,0.490406908,0.249421563,0.551131002,0.038188993,0.850329333,0.449841766,0.475522734,0.079368081,0.396009188,0.504060679
0.265672917,0.950257575,0.016101075,0.929616035,0.160265212,0.840987068,0.172436949,0.969470329,0.811980973,0.641850172,0.440131005,0.808296609,0.981045158,0.692733233,0.40789741
0.50001897,0.393152514,0.670971329,0.697614341,0.314824365,0.718618914,0.707675388,0.619880147,0.859615001,0.952548232,0.573660353,0.292605193,0.145596968,0.543548374,0.240913363
0.16197273,0.180860519,0.75704843,0.626710345,0.03755638,0.947334298,0.717902469,0.681910371,0.798394391,0.280545682,0.941661013,0.902164553,0.957527781,0.160428381,0.174999565
0.676777602,0.604650149,0.843967677,0.129101322,0.8779834,0.06037547,0.748184943,0.879464918,0.262486127,0.138762311,0.737015967,0.296346499,0.863998099,0.614803795,0.252205046
0.279344148,0.755542825,0.356334406,0.696175764,0.326171846,0.288572833,0.188777735,0.239557834,0.070507688,0.782462217,0.117538978,0.953777037,0.763498402,0.901552538,0.183911502
0.821527408,0.487026299,0.209391495,0.703975221,0.93062242,0.362959255,0.712837289,0.063785359,0.181866091,0.376270383,0.377813416,0.321715205,0.744232661,0.983022928,0.608813547
0.022256531,0.173523569,0.724905774,0.549934136,0.303263015,0.998004841,0.260859061,0.869773351,0.539115596,0.456515051,0.509741518,0.838651847,0.505857393,0.993911667,0.526168362
0.081546721,0.699348134,0.182886585,0.736187467,0.386987862,0.454946449,0.999408823,0.17396471,0.782446329,0.238639329,0.572109866,0.004833298,0.167230006,0.510815931,0.775080474
0.962464177,0.752002253,0.358587556,0.90468387,0.112184362,0.018981382,0.177989818,0.660097528,0.378645691,0.606584484,0.818997945,0.603788428,0.624479749,0.775327231,0.266880095
0.22598873,0.49280416,0.617846571,0.295914737,0.288350734,0.988538954,0.716012811,0.038363901,0.573251547,0.413450488,0.266312715,0.405254775,0.835658779,0.685603833,0.708736124
0.941440278,0.585561839,0.631934211,0.024989702,0.944648038,0.758284999,0.351834262,0.679705914,0.287658571,0.589685584,0.113307043,0.164957082,0.672023625,0.181586911,0.21370618
0.317317794,0.767583025,0.360928459,0.699072798,0.831075204,0.068105029,0.798617544,0.937408108,0.40186505,0.133092031,0.338380968,0.595429219,0.625540757,0.308623574,0.342016566
0.100144426,0.709057879,0.565804087,0.533662175,0.391359784,0.634680902,0.864789538,0.718116119,0.940453914,0.962907955,0.073522107,0.040502128,0.072121825,0.533523727,0.14015759
0.063435459,0.252931456,0.638228194,0.497940389,0.421165397,0.310134809,0.39603681,0.560901006,0.655116751,0.562553535,0.311633282,0.062996014,0.668655938,0.39414555,0.654476977
0.780547639,0.473932213,0.436660587,0.8797513,0.80821278,0.922675984,0.58175313,0.930341924,0.939002336,0.206566046,0.510809632,0.003933696,0.553690631,0.790563287,0.10453332
0.422234012,0.315997177,0.603528233,0.201778518,0.604525831,0.378052461,0.131517093,0.181947665,0.568110636,0.407608227,0.369320632,0.000132486,0.789899477,0.567465539,0.633199778
0.111735437,0.02107133,0.231736332,0.836528033,0.095362831,0.384129553,0.978266503,0.924392633,0.001777992,0.817101755,0.256379189,0.988447461,0.661332098,0.671360585,0.156464414
0.134404234,0.912834947,0.263793251,0.765002039,0.709086319,0.551877885,0.45556348,0.645287436,0.756383478,0.357370142,0.946966957,0.463908507,0.390266763,0.662813705,0.008063835
0.869690178,0.456209584,0.907895064,0.969724633,0.896991643,0.630000209,0.674614997,0.855192108,0.359035787,0.052869615,0.028929719,0.690809073,0.481011145,0.273428744,0.489248699
0.808855584,0.456218749,0.68728345,0.675845633,0.740329368,0.649488053,0.201813183,0.555602575,0.251397527,0.795569119,0.681597686,0.442942413,0.255998489,0.516072301,0.681836441
0.145564198,0.77769874,0.637448197,0.721882727,0.493376101,0.54323758,0.421050035,0.99531317,0.188339566,0.827831759,0.621101586,0.652434666,0.680771527,0.383692833,0.015192213
0.210289593,0.112320308,0.73970251,0.718489482,0.559624784,0.992682012,0.698088577,0.725509096,0.68018804,0.12582563,0.081330143,0.916518501,0.878591199,0.701026389,0.724645908
0.408883878,0.065986808,0.79191967,0.807269811,0.95010326,0.794677784,0.317471916,0.526324008,0.911945788,0.772022737,0.70323785,0.383947123,0.673767552,0.242633243,0.081387641
0.295491864,0.624821063,0.047636421,0.462042386,0.518777206,0.00153922,0.182806281,0.742158272,0.241733557,0.299513776,0.548243303,0.426168841,0.090251203,0.686201107,0.758902473
0.69577848,0.529076596,0.291453698,0.035807334,0.28496658,0.696685049,0.306620871,0.600730732,0.394570559,0.897127916,0.632551514,0.743725471,0.483662167,0.440014566,0.063897456
0.356398177,0.046589748,0.244997556,0.097040745,0.681423623,0.800009034,0.371889931,0.835556934,0.669217095,0.572368001,0.499545406,0.591281879,0.269772792,0.816183356,0.536334502
0.883834467,0.045497751,0.978858409,0.048152516,0.307151,0.271006936,0.04715949,0.740982042,0.987163813,0.586392542,0.671044167,0.314399458,0.795328645,0.06499401,0.65528889
0.926084232,0.297036658,0.921214648,0.333416361,0.096764204,0.771665192,0.621943346,0.080548317,0.881480003,0.011698046,0.368253642,0.562656324,0.870513741,0.053152309,0.481105397
0.713006438,0.471372444,0.255440385,0.449800557,0.317997572,0.145068391,0.053157916,0.925187408,0.320221971,0.899884605,0.64272449,0.280151294,0.098341293,0.989624508,0.297657508
0.442716935,0.253223168,0.647123004,0.698535929,0.902725732,0.7646703,0.377064023,0.498200438,0.523603975,0.198777305,0.830166443,0.532994521,0.422428543,0.138311427,0.566883595
0.722134123,0.432116752,0.606525213,0.940959807,0.618286255,0.402150608,0.266797654,0.335678934,0.524987779,0.659723764,0.954683665,0.468953403,0.415533582,0.764693946,0.042645497
0.400728233,0.186506349,0.270911705,0.946976456,0.004117247,0.217540231,0.494162383,0.302909312,0.009604025,0.09257085,0.436257047,0.081923321,0.491819311,0.2648093,0.975722684
0.251593245,0.375542071,0.098862839,0.366880495,0.325931152,0.138872933,0.499931079,0.155596856,0.854138813,0.471545851,0.337408391,0.058843358,0.376468374,0.430256065,0.459652503
0.510161208,0.425618321,0.530681994,0.57858034,0.592234115,0.671933259,0.42222967,0.606293615,0.818854126,0.719147315,0.297171149,0.60868347,0.248193341,0.241685019,0.980724214
0.786870173,0.045638102,0.635641787,0.435810174,0.158375214,0.908965224,0.440660823,0.805961438,0.505212193,0.517207735,0.602412312,0.250204821,0.465870317,0.05684964,0.655300142
0.085974207,0.676179525,0.601744788,0.240843504,0.208856538,0.433764793,0.504993753,0.029161908,0.627241846,0.958178404,0.24036097,0.166163528,0.387092302,0.364115281,0.660261729
0.177295024,0.402262213,0.801682705,0.540297721,0.537311639,0.940514056,0.254580857,0.875345985,0.011485327,0.110271631,0.562316632,0.916175545,0.480999899,0.324167969,0.96458088
0.465530907,0.591530524,0.951266313,0.846318595,0.433395554,0.214172102,0.151004422,0.664158369,0.466866366,0.485250653,0.264131863,0.774226247,0.37177739,0.389063928,0.28129574
0.986964394,0.699946431,0.57986667,0.244770695,0.450318902,0.203226123,0.138258232,0.237433978,0.133666697,0.723571392,0.152933177,0.494114385,0.011864818,0.242788464,0.050586735
0.986974176,0.855418787,0.053906668,0.42309536,0.091694559,0.369635344,0.468409829,0.760479506,0.261964621,0.457529137,0.073519729,0.501283285,0.725109172,0.833966654,0.105201901
0.941478495,0.384791498,0.927279952,0.689717716,0.332475134,0.994007652,0.410046603,0.001793788,0.336393844,0.430946788,0.378133698,0.292492154,0.775842368,0.386684744,0.587457432
0.709463307,0.388331646,0.414438097,0.576698479,0.095391161,0.223158853,0.799058407,0.814727862,0.966071797,0.238861444,0.135951879,0.938230557,0.916933536,0.267025594,0.193240562
0.660135114,0.313706635,0.775744554,0.576757748,0.194859321,0.970713121,0.942269157,0.944493423,0.372254804,0.608071696,0.998089654,0.954449071,0.550665041,0.336448996,0.519041551
0.672977795,0.650071652,0.608398029,0.358244195,0.065042548,0.550746578,0.958720241,0.416140771,0.4467438,0.400079436,0.248229744,0.017214044,0.236437978,0.555090882,0.037551897
0.678522831,0.392774145,0.602150309,0.938832474,0.231788584,0.621783494,0.633874433,0.915554731,0.526248391,0.258215675,0.657190846,0.177173304,0.121435824,0.0899726,0.706916406
0.183615861,0.151853771,0.672783111,0.43370807,0.455113063,0.869644185,0.846829904,0.960001669,0.207859059,0.181417773,0.097862322,0.322700413,0.730775847,0.655736357,0.39853796
0.720641806,0.070762137,0.037026569,0.419717666,0.900462573,0.223640216,0.836517545,0.495529872,0.683517668,0.879157905,0.684909094,0.7307614,0.878267563,0.180274015,0.04335833
0.836161285,0.545852005,0.966622588,0.207116479,0.320507853,0.451643221,0.602659588,0.88839719,0.608898565,0.777706088,0.310788068,0.70852227,0.788552843,0.158001501,0.306344999
0.855148595,0.514117748,0.606251265,0.153028125,0.225789443,0.396438444,0.424113415,0.528700387,0.003890749,0.536285226,0.493602578,0.110162103,0.98836826,0.24298127,0.623780551
0.47167791,0.396889927,0.981238741,0.392116284,0.965752625,0.194602015,0.437071742,0.652008058,0.96764271,0.207371795,0.93156254,0.578330543,0.419377353,0.549739422,0.643286247
